Source,Destination,Full URL,Status Code
"/tutorials/accept-crypto-payments","/tutorials/payments/accept-crypto","https://docs.base.org/tutorials/payments/accept-crypto",404
"/tutorials/tags/erc-20","/tutorials/tags/erc-20","https://docs.base.org/tutorials/tags/erc-20",404
"/base-learn/docs/etherscan/etherscan-sbs","/base-learn/docs/etherscan/verifying-contracts","https://docs.base.org/base-learn/docs/etherscan/verifying-contracts",404
"/docs/tools/oracles","/tools/oracles/overview","https://docs.base.org/tools/oracles/overview",404
"/tools/oracles","/tools/oracles/overview","https://docs.base.org/tools/oracles/overview",404
"/docs/tools/data-indexers","/tools/data-indexers","https://docs.base.org/tools/data-indexers",404
"/base-learn/docs/address-and-payable","/base-learn/docs/address-and-payable","https://docs.base.org/base-learn/docs/address-and-payable",404
"/base-learn/docs/hardhat-deploy/hardhat-deploy-sbs","/base-learn/docs/hardhat-deploy/deployment","https://docs.base.org/base-learn/docs/hardhat-deploy/deployment",404
"/tools/bridges","/tools/bridges/overview","https://docs.base.org/tools/bridges/overview",404
"/tutorials/deploy-with-hardhat","/tutorials/hardhat/deployment","https://docs.base.org/tutorials/hardhat/deployment",404
"/base-learn/docs/deployment-to-testnet/deployment-to-base-sepolia-sbs","/base-learn/docs/deployment-to-testnet/deploy-to-base-sepolia","https://docs.base.org/base-learn/docs/deployment-to-testnet/deploy-to-base-sepolia",404
"/base-learn/docs/welcome","/base-learn/introduction","https://docs.base.org/base-learn/introduction",404
"/tutorials/intro-to-foundry-testing","/tutorials/foundry/testing","https://docs.base.org/tutorials/foundry/testing",404
"/base-learn/docs/erc-721-token/erc-721-sbs","/base-learn/docs/erc-721-token/erc-721-standard","https://docs.base.org/base-learn/docs/erc-721-token/erc-721-standard",404
"/docs/tools/network-faucets/Bitlayer","/chain/network-faucets/bitlayer","https://docs.base.org/chain/network-faucets/bitlayer",404
"/docs/basenames-tutorial-using-wagmi","/tutorials/basenames/with-wagmi","https://docs.base.org/tutorials/basenames/with-wagmi",404
"/tutorials/create-basename-profile-component","/tutorials/basenames/create-profile-component","https://docs.base.org/tutorials/basenames/create-profile-component",404
"/tutorials/hardhat-debugging","/tutorials/hardhat/debugging","https://docs.base.org/tutorials/hardhat/debugging",404
"/base-learn","/base-learn/introduction","https://docs.base.org/base-learn/introduction",404
"/docs/tokens/wallet","/tokens/wallet","https://docs.base.org/tokens/wallet",404
"/tutorials/create-custom-themed-swap-component","/tutorials/swap/create-custom-themed-component","https://docs.base.org/tutorials/swap/create-custom-themed-component",404
"/tutorials/tags/actions","/tutorials/tags/actions","https://docs.base.org/tutorials/tags/actions",404
"/base-camp/docs/minimal-tokens/creating-a-minimal-token-vid","/base-camp/docs/minimal-tokens/creating-token","https://docs.base.org/base-camp/docs/minimal-tokens/creating-token",404
"/base-learn/hardhat-tools-and-testing/overview","/base-learn/docs/hardhat-tools-and-testing/overview","https://docs.base.org/base-learn/docs/hardhat-tools-and-testing/overview",404
"/tutorials/account-abstraction-with-biconomy","/tutorials/account-abstraction/biconomy","https://docs.base.org/tutorials/account-abstraction/biconomy",404
"/base-learn/docs/development-tools/overview","/base-learn/docs/development-tools/overview","https://docs.base.org/base-learn/docs/development-tools/overview",404
"/tutorials/build-smart-wallet-funding-app","/tutorials/smart-wallet/funding-app","https://docs.base.org/tutorials/smart-wallet/funding-app",404
"/docs/tools/onboarding","/tools/onboarding","https://docs.base.org/tools/onboarding",404
"/base-learn/docs/structs/structs-vid","/base-learn/docs/structs/structs","https://docs.base.org/base-learn/docs/structs/structs",404
"/docs/tools/thirdweb-cli","/tools/thirdweb-cli","https://docs.base.org/tools/thirdweb-cli",404
"/tutorials/farcaster-frames-deploy-to-vercel","/tutorials/frames/deploy-to-vercel","https://docs.base.org/tutorials/frames/deploy-to-vercel",404
"/tutorials/event-gate-with-nouns","/tutorials/events/gate-with-nouns","https://docs.base.org/tutorials/events/gate-with-nouns",404
"/tutorials/deploy-with-tenderly","/tutorials/deployment/tenderly","https://docs.base.org/tutorials/deployment/tenderly",404
"/docs/tools/onramps","/tools/onramps","https://docs.base.org/tools/onramps",404
"/base-camp/docs/erc-20-token/erc-20-standard","/base-camp/docs/erc-20-token/standard","https://docs.base.org/base-camp/docs/erc-20-token/standard",404
"/base-learn/docs/writing-to-contracts/useSimulateContract","/base-learn/docs/writing-to-contracts/useSimulateContract","https://docs.base.org/base-learn/docs/writing-to-contracts/useSimulateContract",404
"/tutorials/tags/actions","/tutorials/tags/actions","https://docs.base.org/tutorials/tags/actions",404
"/base-learn/docs/hardhat-deploy/hardhat-deploy-sbs","/base-learn/docs/hardhat-deploy/deployment","https://docs.base.org/base-learn/docs/hardhat-deploy/deployment",404
"/tutorials/enable-erc20-gas-payments","/tutorials/payments/erc20-gas","https://docs.base.org/tutorials/payments/erc20-gas",404
"/tools/thirdweb-sdk","/tools/thirdweb/sdk","https://docs.base.org/tools/thirdweb/sdk",404
"/tutorials/farcaster-frames-hyperframes","/tutorials/frames/hyperframes","https://docs.base.org/tutorials/frames/hyperframes",404
"/guides/update-existing-app","/guides/updating-apps","https://docs.base.org/guides/updating-apps",404
"/hardhat-tools-and-testing/hardhat-profiling-size/manual-contract-optimizations-vid","/hardhat-tools-and-testing/profiling-size/manual-optimizations","https://docs.base.org/hardhat-tools-and-testing/profiling-size/manual-optimizations",404
"/cookbook/use-case-guides/no-code-minting/farcaster-frames-nft-minting","/cookbook/nfts/farcaster-frames-minting","https://docs.base.org/cookbook/nfts/farcaster-frames-minting",404
"/cookbook/nfts/simple-onchain-nfts/thirdweb-unreal-nft-items","/cookbook/nfts/thirdweb-unreal-items","https://docs.base.org/cookbook/nfts/thirdweb-unreal-items",404
"/cookbook/nfts/simple-onchain-nfts/coinbase-smart-wallet","/cookbook/nfts/coinbase-smart-wallet","https://docs.base.org/cookbook/nfts/coinbase-smart-wallet",404
"/base-learn/docs/frontend-setup/overview","/base-learn/docs/frontend-setup/introduction","https://docs.base.org/base-learn/docs/frontend-setup/introduction",404
"/base-learn/docs/erc-721-token/erc-721-standard","/base-learn/docs/erc-721-token/standard","https://docs.base.org/base-learn/docs/erc-721-token/standard",404
"/tutorials/account-abstraction-with-particle-network","/tutorials/account-abstraction/particle-network","https://docs.base.org/tutorials/account-abstraction/particle-network",404
"/tutorials/farcaster-frames-nft-minting","/tutorials/frames/nft-minting","https://docs.base.org/tutorials/frames/nft-minting",404
"/base-camp/docs/introduction-to-ethereum/gas-use-in-eth-transactions","/base-camp/docs/introduction-to-ethereum/gas","https://docs.base.org/base-camp/docs/introduction-to-ethereum/gas",404
"/base-learn/docs/frontend-setup/wallet-connectors","/base-learn/docs/frontend-setup/connectors","https://docs.base.org/base-learn/docs/frontend-setup/connectors",404
"/tutorials/smart-wallet-and-rainbowkit","/tutorials/smart-wallet/with-rainbowkit","https://docs.base.org/tutorials/smart-wallet/with-rainbowkit",404
"/tutorials/build-with-thirdweb","/tutorials/thirdweb/build","https://docs.base.org/tutorials/thirdweb/build",404
"/base-learn/docs/development-tools/overview","/base-learn/docs/development-tools/overview","https://docs.base.org/base-learn/docs/development-tools/overview",404
"/docs/cookie-policy","/legal/cookie-policy","https://docs.base.org/legal/cookie-policy",404
"/tutorials/thirdweb-unreal-nft-items","/tutorials/nfts/thirdweb-unreal-items","https://docs.base.org/tutorials/nfts/thirdweb-unreal-items",404
"/tutorials/oracles-pyth-price-feeds","/tutorials/oracles/pyth-price-feeds","https://docs.base.org/tutorials/oracles/pyth-price-feeds",404
"/base-camp/docs/hardhat-forking","/base-camp/docs/hardhat/forking","https://docs.base.org/base-camp/docs/hardhat/forking",404
"/tutorials/tags/shopify","/tutorials/tags/shopify","https://docs.base.org/tutorials/tags/shopify",404
"/docs/privacy-policy","/legal/privacy-policy","https://docs.base.org/legal/privacy-policy",404
"/cookbook/smart-contract-development/hardhat/reducing-contract-size/hardhat-profiling-gas","/cookbook/smart-contract-development/hardhat/profiling-gas","https://docs.base.org/cookbook/smart-contract-development/hardhat/profiling-gas",404
"/cookbook/use-case-guides/retaining-users","/cookbook/guides/retaining-users","https://docs.base.org/cookbook/guides/retaining-users",404
"/tutorials/tags/account-abstraction","/tutorials/tags/account-abstraction","https://docs.base.org/tutorials/tags/account-abstraction",404
"/docs/tools/block-explorers","/tools/block-explorers","https://docs.base.org/tools/block-explorers",404
"/tutorials/simple-onchain-nfts","/tutorials/nfts/simple-onchain","https://docs.base.org/tutorials/nfts/simple-onchain",404
"/docs/tools/thirdweb-sdk","/tools/thirdweb/sdk","https://docs.base.org/tools/thirdweb/sdk",404
"/tutorials/dynamic-nfts","/tutorials/nfts/dynamic","https://docs.base.org/tutorials/nfts/dynamic",404
"/tutorials/tags","/tutorials/tags/overview","https://docs.base.org/tutorials/tags/overview",404
"/tutorials/gasless-transaction-on-base-using-a-paymaster","/tutorials/account-abstraction/gasless-transactions","https://docs.base.org/tutorials/account-abstraction/gasless-transactions",404
"/tutorials/build-with-thirdweb","/tutorials/thirdweb/build","https://docs.base.org/tutorials/thirdweb/build",404
"/docs/contracts","/contracts/overview","https://docs.base.org/contracts/overview",404
"/tutorials/tags/shopify","/tutorials/tags/shopify","https://docs.base.org/tutorials/tags/shopify",404
"/tutorials/cross-chain-with-ccip","/tutorials/cross-chain/with-ccip","https://docs.base.org/tutorials/cross-chain/with-ccip",404
"/docs/terms-of-service","/legal/terms-of-service","https://docs.base.org/legal/terms-of-service",404
"/tutorials/coinbase-smart-wallet","/tutorials/smart-wallet/coinbase","https://docs.base.org/tutorials/smart-wallet/coinbase",404
"/tutorials/deploy-with-thirdweb","/tutorials/thirdweb/deploy","https://docs.base.org/tutorials/thirdweb/deploy",404
"/docs/tools/node-providers","/tools/node-providers","https://docs.base.org/tools/node-providers",404
"/tutorials/tags/account-abstraction","/tutorials/tags/account-abstraction","https://docs.base.org/tutorials/tags/account-abstraction",404
"/tutorials/account-abstraction-with-privy-and-base-paymaster","/tutorials/account-abstraction/privy-paymaster","https://docs.base.org/tutorials/account-abstraction/privy-paymaster",404
"/guides/cross-chain-with-ccip","/guides/cross-chain/ccip","https://docs.base.org/guides/cross-chain/ccip",404
"/base-learn/docs/introduction-to-ethereum/gas-use-in-eth-transactions","/base-learn/docs/introduction-to-ethereum/gas","https://docs.base.org/base-learn/docs/introduction-to-ethereum/gas",404
"/tutorials/gasless-transaction-on-base-using-a-paymaster","/tutorials/account-abstraction/gasless-transactions","https://docs.base.org/tutorials/account-abstraction/gasless-transactions",404
"/guides/using-pyth-price-feeds","/guides/oracles/pyth-price-feeds","https://docs.base.org/guides/oracles/pyth-price-feeds",404
"/tutorials/account-abstraction-with-privy-and-base-paymaster","/tutorials/account-abstraction/privy-paymaster","https://docs.base.org/tutorials/account-abstraction/privy-paymaster",404
"/tutorials/build-with-thirdweb","/tutorials/thirdweb/build","https://docs.base.org/tutorials/thirdweb/build",404
"/tutorials/dynamic-nfts","/tutorials/nfts/dynamic","https://docs.base.org/tutorials/nfts/dynamic",404
"/tutorials/tags","/tutorials/tags/overview","https://docs.base.org/tutorials/tags/overview",404
"/docs/contracts","/contracts/overview","https://docs.base.org/contracts/overview",404
"/tutorials/cross-chain-with-ccip","/tutorials/cross-chain/with-ccip","https://docs.base.org/tutorials/cross-chain/with-ccip",404
"/docs/terms-of-service","/legal/terms-of-service","https://docs.base.org/legal/terms-of-service",404
"/tutorials/coinbase-smart-wallet","/tutorials/smart-wallet/coinbase","https://docs.base.org/tutorials/smart-wallet/coinbase",404
"/tutorials/deploy-with-thirdweb","/tutorials/thirdweb/deploy","https://docs.base.org/tutorials/thirdweb/deploy",404
"/docs/tools/node-providers","/tools/node-providers","https://docs.base.org/tools/node-providers",404
"/tutorials/tags/account-abstraction","/tutorials/tags/account-abstraction","https://docs.base.org/tutorials/tags/account-abstraction",404
"/tutorials/account-abstraction-with-privy-and-base-paymaster","/tutorials/account-abstraction/privy-paymaster","https://docs.base.org/tutorials/account-abstraction/privy-paymaster",404
"/guides/cross-chain-with-ccip","/guides/cross-chain/ccip","https://docs.base.org/guides/cross-chain/ccip",404
"/guides/using-pyth-price-feeds","/guides/oracles/pyth-price-feeds","https://docs.base.org/guides/oracles/pyth-price-feeds",404
"/base-learn/docs/writing-to-contracts/useWriteContract","/base-learn/docs/writing-to-contracts/useWriteContract","https://docs.base.org/base-learn/docs/writing-to-contracts/useWriteContract",404
"/base-learn/docs/reading-and-displaying-data/useReadContract","/base-learn/docs/reading-and-displaying-data/useReadContract","https://docs.base.org/base-learn/docs/reading-and-displaying-data/useReadContract",404
"/base-learn/docs/reading-and-displaying-data/useAccount","/base-learn/docs/reading-and-displaying-data/useAccount","https://docs.base.org/base-learn/docs/reading-and-displaying-data/useAccount",404
"/base-learn/docs/writing-to-contracts/useSimulateContract","/base-learn/docs/writing-to-contracts/useSimulateContract","https://docs.base.org/base-learn/docs/writing-to-contracts/useSimulateContract",404
"/base-learn/docs/hardhat-deploy/hardhat-deploy-sbs","/base-learn/docs/hardhat-deploy/deployment","https://docs.base.org/base-learn/docs/hardhat-deploy/deployment",404
